Time,Trial,Event,Player.Color,Position.X,Position.Y,Planet.Id,WhiteHole.Interaction.BluePlayer,WhiteHole.Interaction.RedPlayer,Planet.Interaction.BluePlayer,Planet.Interaction.RedPlayer,Asteroid.Interaction.BluePlayer,Asteroid.Interaction.RedPlayer
2020-03-11 11:25:03.186400,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:25:06.680600,8,WhiteHole.SinglePlayer.Trigger,Blue Player,30.0,17.0,,1,0,0,0,0,0
2020-03-11 11:25:06.690600,8,,,,,,0,0,0,0,0,0
2020-03-11 11:25:08.086600,8,WhiteHole.SinglePlayer.Touch,Red Player,42.0,80.0,,0,1,0,0,0,0
2020-03-11 11:25:09.519700,8,WhiteHole.SinglePlayer.Exit,Red Player,42.0,80.0,,0,1,0,0,0,0
2020-03-11 11:25:09.529700,8,,,,,,0,0,0,0,0,0
2020-03-11 11:25:10.221800,8,WhiteHole.SinglePlayer.Touch,Red Player,42.0,80.0,,0,1,0,0,0,0
2020-03-11 11:25:10.277800,8,Planet.SinglePlayer.Connection,Blue Player,38.0,32.0,10608.0,0,1,1,0,0,0
2020-03-11 11:25:11.093800,8,Planet.SinglePlayer.Connection,Blue Player,47.0,39.0,10608.0,0,1,0,0,0,0
2020-03-11 11:25:11.109800,8,Planet.SinglePlayer.Exit,Blue Player,39.0,33.0,10608.0,0,1,0,0,0,0
2020-03-11 11:25:11.119800,8,,,,,,0,1,0,0,0,0
2020-03-11 11:25:11.352800,8,WhiteHole.SinglePlayer.Exit,Red Player,42.0,80.0,,0,1,1,0,0,0
2020-03-11 11:25:11.362800,8,,,,,,0,0,1,0,0,0
2020-03-11 11:25:14.755000,8,WhiteHole.SinglePlayer.Touch,Blue Player,76.0,56.0,,1,0,1,0,0,0
2020-03-11 11:25:14.843000,8,Planet.SinglePlayer.Connection,Red Player,31.0,56.0,9938.0,1,0,1,1,0,0
2020-03-11 11:25:15.260000,8,Planet.SinglePlayer.Exit,Red Player,33.0,60.0,9938.0,1,0,1,1,0,0
2020-03-11 11:25:15.270000,8,,,,,,1,0,1,0,0,0
2020-03-11 11:25:15.853100,8,WhiteHole.SinglePlayer.Exit,Blue Player,76.0,56.0,,1,0,1,0,0,0
2020-03-11 11:25:15.863100,8,,,,,,0,0,1,0,0,0
2020-03-11 11:25:16.755100,8,WhiteHole.SinglePlayer.Touch,Blue Player,76.0,56.0,,1,0,1,0,0,0
2020-03-11 11:25:17.377200,8,Asteroid.SinglePlayer.Connection,Red Player,45.0,39.0,,1,0,1,0,0,1
2020-03-11 11:25:18.815200,8,WhiteHole.SinglePlayer.Exit,Blue Player,76.0,56.0,,1,0,1,0,0,1
2020-03-11 11:25:18.825200,8,,,,,,0,0,1,0,0,1
2020-03-11 11:25:19.991300,8,Asteroid.SinglePlayer.Connection,Blue Player,45.0,48.0,,0,0,1,0,1,1
2020-03-11 11:25:20.878400,8,Asteroid.SinglePlayer.Exit,Red Player,53.0,49.0,,0,0,1,0,1,1
2020-03-11 11:25:20.888400,8,,,,,,0,0,1,0,1,0
2020-03-11 11:25:23.194500,8,Asteroid.SinglePlayer.Connection,Red Player,53.0,51.0,,0,0,1,0,1,1
2020-03-11 11:25:24.564600,8,Asteroid.SinglePlayer.Exit,Red Player,44.0,46.0,,0,0,1,0,1,1
2020-03-11 11:25:24.574600,8,,,,,,0,0,1,0,1,0
2020-03-11 11:25:25.501600,8,Asteroid.SinglePlayer.Exit,Blue Player,42.0,48.0,,0,0,1,0,1,0
2020-03-11 11:25:25.511600,8,,,,,,0,0,1,0,0,0
2020-03-11 11:25:28.905800,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:25:30.003900,8,Asteroid.SinglePlayer.Connection,Blue Player,42.0,77.0,,1,0,1,0,1,0
2020-03-11 11:25:30.579900,8,Asteroid.SinglePlayer.Exit,Blue Player,40.0,76.0,,1,0,1,0,1,0
2020-03-11 11:25:30.589900,8,,,,,,1,0,1,0,0,0
2020-03-11 11:25:30.582900,8,Planet.SinglePlayer.Connection,Blue Player,40.0,76.0,10348.0,1,0,0,0,0,0
2020-03-11 11:25:30.594900,8,Asteroid.SinglePlayer.Connection,Blue Player,40.0,76.0,,1,0,0,0,1,0
2020-03-11 11:25:31.063900,8,Asteroid.SinglePlayer.Exit,Blue Player,40.0,74.0,,1,0,0,0,1,0
2020-03-11 11:25:31.073900,8,,,,,,1,0,0,0,0,0
2020-03-11 11:25:31.070900,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,0,0,0,0
2020-03-11 11:25:31.080900,8,,,,,,0,0,0,0,0,0
2020-03-11 11:25:31.081900,8,Asteroid.SinglePlayer.Connection,Blue Player,40.0,74.0,,0,0,0,0,1,0
2020-03-11 11:25:31.743000,8,Asteroid.SinglePlayer.Exit,Blue Player,35.0,71.0,,0,0,0,0,1,0
2020-03-11 11:25:31.753000,8,,,,,,0,0,0,0,0,0
2020-03-11 11:25:32.973100,8,WhiteHole.SinglePlayer.Touch,Blue Player,22.0,66.0,,1,0,0,0,0,0
2020-03-11 11:25:33.012100,8,Planet.SinglePlayer.Exit,Blue Player,33.0,60.0,9938.0,1,0,0,0,0,0
2020-03-11 11:25:33.022100,8,,,,,,1,0,0,0,0,0
2020-03-11 11:25:33.155100,8,WhiteHole.SinglePlayer.Exit,Blue Player,22.0,66.0,,1,0,1,0,0,0
2020-03-11 11:25:33.165100,8,,,,,,0,0,1,0,0,0
2020-03-11 11:25:33.773100,8,WhiteHole.SinglePlayer.Touch,Blue Player,22.0,66.0,,1,0,1,0,0,0
2020-03-11 11:25:35.472200,8,WhiteHole.SinglePlayer.Exit,Blue Player,22.0,66.0,,1,0,1,0,0,0
2020-03-11 11:25:35.482200,8,,,,,,0,0,1,0,0,0
2020-03-11 11:25:43.740700,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,1,0,0,0
2020-03-11 11:25:47.228900,8,WhiteHole.SinglePlayer.Trigger,Blue Player,30.0,17.0,,1,0,1,0,0,0
2020-03-11 11:25:47.238900,8,,,,,,0,0,1,0,0,0
2020-03-11 11:25:50.074000,8,Planet.Creation,Red Player,50.0,57.0,11576.0,0,0,1,0,0,0
2020-03-11 11:25:51.046100,8,Planet.SinglePlayer.Connection,Blue Player,38.0,32.0,10608.0,0,0,0,0,0,0
2020-03-11 11:25:53.411200,8,Planet.SinglePlayer.Exit,Blue Player,39.0,33.0,10608.0,0,0,0,0,0,0
2020-03-11 11:25:53.421200,8,,,,,,0,0,0,0,0,0
2020-03-11 11:26:08.276100,8,WhiteHole.SinglePlayer.Touch,Red Player,42.0,80.0,,0,1,1,0,0,0
2020-03-11 11:26:09.407100,8,WhiteHole.SinglePlayer.Exit,Red Player,42.0,80.0,,0,1,1,0,0,0
2020-03-11 11:26:09.417100,8,,,,,,0,0,1,0,0,0
2020-03-11 11:26:26.693100,8,WhiteHole.SinglePlayer.Touch,Red Player,76.0,56.0,,0,1,1,0,0,0
2020-03-11 11:26:29.242300,8,WhiteHole.SinglePlayer.Exit,Red Player,76.0,56.0,,0,1,1,0,0,0
2020-03-11 11:26:29.252300,8,,,,,,0,0,1,0,0,0
2020-03-11 11:26:38.727800,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,1,0,0,0
2020-03-11 11:26:39.259800,8,WhiteHole.SinglePlayer.Exit,Blue Player,30.0,17.0,,1,0,1,0,0,0
2020-03-11 11:26:39.269800,8,,,,,,0,0,1,0,0,0
2020-03-11 11:26:58.198900,8,Planet.SinglePlayer.Connection,Red Player,66.0,35.0,9124.0,0,0,1,1,0,0
2020-03-11 11:27:03.396200,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,1,1,0,0
2020-03-11 11:27:04.511300,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,1,1,0,0
2020-03-11 11:27:04.521300,8,,,,,,0,0,1,1,0,0
2020-03-11 11:27:05.929400,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,1,1,0,0
2020-03-11 11:27:06.111400,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,1,1,0,0
2020-03-11 11:27:06.121400,8,,,,,,0,0,1,1,0,0
2020-03-11 11:27:18.351100,8,Planet.SinglePlayer.Exit,Red Player,52.0,50.0,6030.0,0,0,1,1,0,0
2020-03-11 11:27:18.361100,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:07.717900,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:28:09.132000,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:28:09.142000,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:12.788200,8,Planet.SinglePlayer.Connection,Blue Player,47.0,64.0,5750.0,0,0,0,0,0,0
2020-03-11 11:28:13.257200,8,Planet.SinglePlayer.Exit,Blue Player,41.0,67.0,5750.0,0,0,0,0,0,0
2020-03-11 11:28:13.267200,8,,,,,,0,0,0,0,0,0
2020-03-11 11:28:32.940300,8,Asteroid.SinglePlayer.Connection,Blue Player,67.0,54.0,,0,0,1,0,1,0
2020-03-11 11:28:33.979400,8,Asteroid.SinglePlayer.Exit,Blue Player,71.0,58.0,,0,0,1,0,1,0
2020-03-11 11:28:33.989400,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:33.986400,8,WhiteHole.SinglePlayer.Touch,Blue Player,76.0,56.0,,1,0,1,0,0,0
2020-03-11 11:28:33.997400,8,Asteroid.SinglePlayer.Connection,Blue Player,71.0,57.0,,1,0,1,0,1,0
2020-03-11 11:28:34.299400,8,Asteroid.SinglePlayer.Exit,Blue Player,70.0,59.0,,1,0,1,0,1,0
2020-03-11 11:28:34.309400,8,,,,,,1,0,1,0,0,0
2020-03-11 11:28:34.304400,8,WhiteHole.SinglePlayer.Exit,Blue Player,76.0,56.0,,1,0,1,0,0,0
2020-03-11 11:28:34.314400,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:34.314400,8,Asteroid.SinglePlayer.Connection,Blue Player,70.0,59.0,,0,0,1,0,1,0
2020-03-11 11:28:34.844500,8,Asteroid.SinglePlayer.Exit,Blue Player,57.0,60.0,,0,0,1,0,1,0
2020-03-11 11:28:34.854500,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:38.490700,8,Asteroid.SinglePlayer.Connection,Blue Player,46.0,57.0,,0,0,1,0,1,0
2020-03-11 11:28:40.594800,8,Asteroid.SinglePlayer.Exit,Blue Player,44.0,62.0,,0,0,1,0,1,0
2020-03-11 11:28:40.604800,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:44.226000,8,Asteroid.SinglePlayer.Connection,Red Player,56.0,44.0,,0,0,1,0,0,1
2020-03-11 11:28:45.262100,8,Asteroid.SinglePlayer.Exit,Red Player,58.0,44.0,,0,0,1,0,0,1
2020-03-11 11:28:45.272100,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:50.704400,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:28:52.108400,8,Planet.SinglePlayer.Connection,Red Player,42.0,46.0,7830.0,1,0,1,1,0,0
2020-03-11 11:28:52.891500,8,Planet.SinglePlayer.Exit,Red Player,42.0,48.0,7830.0,1,0,1,1,0,0
2020-03-11 11:28:52.901500,8,,,,,,1,0,1,0,0,0
2020-03-11 11:28:54.192600,8,WhiteHole.SinglePlayer.Trigger,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:28:54.202600,8,,,,,,0,0,1,0,0,0
2020-03-11 11:28:57.154700,8,WhiteHole.SinglePlayer.Touch,Red Player,22.0,66.0,,0,1,1,0,0,0
2020-03-11 11:28:58.069800,8,WhiteHole.SinglePlayer.Exit,Red Player,22.0,66.0,,0,1,1,0,0,0
2020-03-11 11:28:58.079800,8,,,,,,0,0,1,0,0,0
2020-03-11 11:29:26.706400,8,WhiteHole.SinglePlayer.Touch,Blue Player,30.0,17.0,,1,0,1,0,0,0
2020-03-11 11:29:29.307600,8,WhiteHole.SinglePlayer.Exit,Blue Player,30.0,17.0,,1,0,1,0,0,0
2020-03-11 11:29:29.317600,8,,,,,,0,0,1,0,0,0
2020-03-11 11:29:38.657100,8,WhiteHole.SinglePlayer.Touch,Red Player,22.0,66.0,,0,1,1,0,0,0
2020-03-11 11:29:40.991200,8,WhiteHole.SinglePlayer.Exit,Red Player,22.0,66.0,,0,1,1,0,0,0
2020-03-11 11:29:41.001200,8,,,,,,0,0,1,0,0,0
2020-03-11 11:29:44.391400,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:29:47.856600,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:29:47.866600,8,,,,,,0,0,1,0,0,0
2020-03-11 11:29:50.058800,8,WhiteHole.SinglePlayer.Touch,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:29:50.806800,8,WhiteHole.SinglePlayer.Exit,Blue Player,42.0,80.0,,1,0,1,0,0,0
2020-03-11 11:29:50.816800,8,,,,,,0,0,1,0,0,0
2020-03-11 11:29:51.158800,8,WhiteHole.SinglePlayer.Touch,Red Player,42.0,80.0,,0,1,1,0,0,0
2020-03-11 11:29:51.861900,8,End,,,,,0,1,1,0,0,0
